"leaf.type","tree","geno","shoot","leaf","leaves","pb.upper","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","pb.pred","chew.edge","chew.holes","scrape","fish.eye","tip.miner","edge.miner","mid.miner","fungal","chomp","pinch","thrips","edge.fold","tier","mite"
"live","np6.29",11,1,3,50,,,,,,,,,,,,,1,,1,1,,,,,
"live","np6.29",11,1,4,50,,,,,,,,,,,,,1,,1,1,,,,,
"live","np6.29",11,1,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,2,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np6.29",11,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,2,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,2,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,3,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np6.29",11,3,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np6.29",11,3,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,3,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,4,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,4,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np6.29",11,4,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np6.29",11,4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.29",11,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,5,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,5,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np6.29",11,5,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.29",11,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,6,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,6,2,50,,,,,,,,,,,,,1,,1,,,,,,
"live","np6.29",11,6,3,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np6.29",11,6,4,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np6.29",11,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,7,2,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np6.29",11,7,3,50,,,,1,,,,,1,,,,,,1,,,,,,
"live","np6.29",11,7,4,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np6.29",11,7,5,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np6.29",11,8,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np6.29",11,8,2,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,8,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.29",11,8,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.29",11,8,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.29",11,9,1,50,,,,,,,,,,,,,,,1,,1,,,,
"live","np6.29",11,9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,9,3,50,,,,,1,,,1,,,,,,,1,,,,,,
"live","np6.29",11,9,4,50,,,,,,,,,,,,,,,1,,1,,,,
"live","np6.29",11,9,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.29",11,10,1,50,,,,,,1,,,,1,,,,,1,,,,,,
"live","np6.29",11,10,2,50,,,,,1,,,,,1,,,,,1,,,,,,
"live","np6.29",11,10,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.29",11,10,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.29",11,10,5,50,,,,,,1,,,,1,,,,,1,,,,,,
"live","np8.22","T6",1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",1,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",1,5,50,,,,,,,,,1,,,,,,,,,,,,
"live","np8.22","T6",2,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",2,2,50,,,,,,,,,1,,,,,,,,,,,,
"live","np8.22","T6",2,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np8.22","T6",2,4,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np8.22","T6",2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",3,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",3,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",3,4,50,,,,,,,,,1,,,,,,,,,,,,
"live","np8.22","T6",3,5,50,,,,,,,,,,,,,,,,1,,,,,
"live","np8.22","T6",4,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np8.22","T6",4,2,50,,,,,,,,,1,,,,,,,,,,,,
"live","np8.22","T6",4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",4,4,50,,,,,,,,,,,,,,,1,,1,,,,
"live","np8.22","T6",4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",5,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",5,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",5,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np8.22","T6",5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",5,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",6,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np8.22","T6",6,3,50,,,,,,,,,,,,,,,,1,,,,1,
"live","np8.22","T6",6,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np8.22","T6",6,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np8.22","T6",7,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np8.22","T6",7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",7,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",7,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",7,5,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",8,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np8.22","T6",8,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",8,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",9,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",9,4,50,,,,,,,,,,,,,,1,,,,,,,
"live","np8.22","T6",9,5,50,,,,,,,,,,,,,,1,,,,,,,
"live","np8.22","T6",10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",10,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np8.22","T6",10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np8.22","T6",10,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.28",1008,1,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,1,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,1,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.28",1008,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,2,2,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np5.28",1008,2,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,2,5,50,,,,,,,,,,,,,1,,1,,,,,,
"live","np5.28",1008,3,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.28",1008,3,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,3,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,3,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,4,1,50,,1,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,4,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np5.28",1008,4,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,4,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,5,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,5,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,5,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.28",1008,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.28",1008,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,6,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,7,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.28",1008,7,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.28",1008,7,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,8,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,8,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,8,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,8,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,9,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,9,2,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np5.28",1008,9,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.28",1008,9,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,9,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.28",1008,10,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.28",1008,10,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.28",1008,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.28",1008,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.28",1008,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,1,1,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np4.33",996,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,1,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,2,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,2,3,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np4.33",996,2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,2,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,3,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.33",996,3,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.33",996,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,3,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,3,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,4,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,4,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,4,4,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np4.33",996,4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,5,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,5,2,50,,,,,,,,,,,,1,,,,,,,,,
"live","np4.33",996,5,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,5,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,6,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,6,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,7,1,50,1,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,7,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,7,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,7,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,8,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,8,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,8,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,8,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,9,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,9,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,9,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,9,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.33",996,10,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.33",996,10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,10,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.33",996,10,4,50,1,,,,,,,,,,,,,,,,,,,,
"live","np4.33",996,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,1,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,1,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,1,3,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np2.27",1023,1,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,1,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,2,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,2,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,2,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.27",1023,2,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,3,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,3,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,3,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,3,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,4,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.27",1023,4,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,4,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,5,1,50,,,,,,,1,,,,,,,,1,,,,,,
"live","np2.27",1023,5,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,5,3,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np2.27",1023,5,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,5,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.27",1023,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,6,4,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np2.27",1023,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.27",1023,7,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.27",1023,7,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,7,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.27",1023,7,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,7,5,50,,,,,,,1,1,,,,,,,1,,,,,,
"live","np2.27",1023,8,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,8,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,8,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.27",1023,8,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,8,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,9,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,9,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.27",1023,10,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.27",1023,10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.27",1023,10,5,50,,,,,,,,,,,,,,,,,,,,,
"sen","np2.27",1023,1,1,3,2,,,,,,,1,,,,,,,1,,,,,,
"sen","np2.27",1023,1,2,3,,,,,,,,1,,,,,,,,,,,,,
"sen","np2.27",1023,1,3,3,1,,,,,,,1,,,,,,,1,,,,,,
"sen","np6.19","T6",1,1,99,,,,,,,,,,,,,,,1,,,,1,,
"sen","np6.19","T6",1,2,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,3,99,,,,,,,,,,1,,,,,,1,,,,,
"sen","np6.19","T6",1,4,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,5,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,6,99,,,,,,,,1,,,,,,,,,,,,,
"sen","np6.19","T6",1,7,99,,,,,,,,,,,,,,,,,,,,,
"sen","np6.19","T6",1,8,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,9,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,10,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,11,99,,,,,,,,1,,,,,,,1,,,,,,
"sen","np6.19","T6",1,12,99,1,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,13,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,14,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,15,99,,,,,,,,,,1,,,,,1,,,,,,
"sen","np6.19","T6",1,16,99,,,,,,,,,,1,,,,,,,,,,,
"sen","np6.19","T6",1,17,99,,,,,,,,,,1,,,,,,,,,,,
"sen","np6.19","T6",1,18,99,,,,,,,,1,1,,,,,,,1,,,,,
"sen","np6.19","T6",1,19,99,,,,,,,,,,,,,,,1,,,,,,
"sen","np6.19","T6",1,20,99,,,,,,,,,,,,,,,,,,,,,
"sen","np6.19","T6",1,21,99,,,,,,,,,,,,,,,,,,,,,
"sen","np6.19","T6",1,22,99,,,,,,,,,,1,,,,,,,,,,,
"sen","np6.19","T6",1,23,99,,,,,,,,1,,,,,,,,,,,,,
"sen","np6.19","T6",1,24,99,,,,,,,,1,,,,,,,,,,,,,
"sen","np6.19","T6",1,25,99,,,,,,,,1,,,,,,,,,,,,,
"sen","np3.09",1008,1,1,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,2,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,3,31,,,,,,,,1,,1,,,,,1,,,,,,
"sen","np3.09",1008,1,4,31,,,,,,,,,,,,,,,1,,,,,1,
"sen","np3.09",1008,1,5,31,,,,,,,,1,,,,,,,1,,,,,,
"sen","np3.09",1008,1,6,31,,,,,,,,,1,,,,,,,,1,,,,
"sen","np3.09",1008,1,7,31,,,,,,,,,,,,,,,,,,1,,,
"sen","np3.09",1008,1,8,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,9,31,,,,,,,,,,1,,,,,1,,,,,,
"sen","np3.09",1008,1,10,31,,,,,,,,,,1,,,,,,,,,,,
"sen","np3.09",1008,1,11,31,,,,,,,,,,1,,,,,,,,,,,
"sen","np3.09",1008,1,12,31,,1,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,13,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,14,31,,,,,,,,,,1,,,,,1,,,,,1,
"sen","np3.09",1008,1,15,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,16,31,,,,,,,,,,,,,,,,,,1,,,
"sen","np3.09",1008,1,17,31,,,,,,1,,,,,,,,,,,,1,,,
"sen","np3.09",1008,1,18,31,,,,,,,,1,,,,,,,1,,,,,,
"sen","np3.09",1008,1,19,31,,,,,,,,,1,,,,,,1,,,,,,
"sen","np3.09",1008,1,20,31,,,,,,,,,,,,,,,1,,,,,1,
"sen","np3.09",1008,1,21,31,,,,,,,,,,,,,,,1,,,,,,
"sen","np3.09",1008,1,22,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,23,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,24,31,,,,,,,,,,,,,,,,,,,,,
"sen","np3.09",1008,1,25,31,,,,,,,,1,1,,,,,,1,,,,,,
"sen","np6.38",1023,1,1,199,,,,,,,,1,,1,,,,,,,,,,,
"sen","np6.38",1023,1,2,199,2,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,3,199,,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,4,199,1,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,5,199,1,,,,,,,,,,,,,,,1,,,,,
"sen","np6.38",1023,1,6,199,2,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,7,199,1,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,8,199,2,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,9,199,,,,,,,,1,,,,,,,,,,,,,
"sen","np6.38",1023,1,10,199,1,,,,,,,1,,,,,,,,,,,,,
"sen","np6.38",1023,1,11,199,1,,,,,,,,,1,,,,,,,,,,,
"sen","np6.38",1023,1,12,199,,,,,,,,,,1,,,,,,,,,,,
"sen","np6.38",1023,1,13,199,1,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,14,199,,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,15,199,,,,,,,,,,,,,,1,,1,,,,,
"sen","np6.38",1023,1,16,199,1,,,,,,,1,,1,,,,,,,,,,,
"sen","np6.38",1023,1,17,199,1,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,18,199,,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,19,199,,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,20,199,,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,21,199,1,,,,,,,,,,,,,,,,,,,,
"sen","np6.38",1023,1,22,199,1,,,,,,,,,,,,,,1,,,,,,
"sen","np6.38",1023,1,23,199,1,,,,,,,1,,,,,,,,,,,,,
"sen","np6.38",1023,1,24,199,,,,,,,,,,,,,1,,,,,,,,
"sen","np6.38",1023,1,25,199,1,,,,,,,,,,,,,,,,,,,,
"sen","np2.08",996,1,1,5,,,,,,,,,,,,,,,,,,,,,
"sen","np2.08",996,1,2,5,,,,,,,,,,,,,,,,,,,,,
"sen","np2.08",996,1,3,5,,,,,,,,,,,,,,,1,,,,,,
"sen","np2.08",996,1,4,5,,,,,,,,1,,,,,,,1,,,,,,
"sen","np2.08",996,1,5,5,,,,,,,,,,,,,,,,,,,,,
